query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
3857,0.6033,241.9355,417.1545,659.0900,RNKMOGIPOMVCHO,"1,3,6-Tri-O-galloyl-beta-D-glucose",O=C(OCC1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C1O)C4=CC(O)=C(O)C(O)=C4,222.1640,5757,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3858,0.5895,0.0005,417.1545,417.1540,QUSMURJIBTWAOP,"[3-hydroxy-1-(4-methoxy-7-oxofuro[3,2-g]chromen-9-yl)oxy-3-methylbutan-2-yl] (E)-2-methylbut-2-enoate [IIN-based on: CCMSLIB00000848265]",COC1=C2C=CC(=O)OC2=C(OCC(OC(=O)C(\\C)=C\\C)C(C)(C)O)C3=C1C=CO3,157.6070,2117,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins,5-methoxypsoralens,Furocoumarins; Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
3859,0.6091,371.9605,417.1545,789.1150,YXZYFHXWEOAXLF,"[(2R,3S,4S,5R,6S)-4-hydroxy-3,5,6-tris[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate",O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,215.7820,5219,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3860,0.6074,146.0195,417.1545,563.1740,AHTRGGWSBFOEEG,"methyl (4S,5Z,6S)-5-(2-hydroxyethylidene)-4-[2-[2-(4-hydroxyphenyl)ethoxy]-2-oxoethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C(=C\CO)[C@@H]1CC(=O)OCCc1ccc(O)cc1,220.0090,5465,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
3861,0.4090,65.9714,417.3016,483.2730,UVGRPMWFXIDHJC,"5-[3-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-5-hydroxypentyl]-5,6,8a-trimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid",CC1CCC2(C)C(CCC=C2C(O)=O)C1(C)CCC(CCO)COC(=O)\C=C\C3=CC(O)=C(O)C=C3,282.8960,8765,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Colensane and clerodane diterpenoids,Colensane and Clerodane diterpenoids,Diterpenoids,Terpenoids
3862,0.4127,17.4837,417.8113,435.2950,SCABKEBYDRTODC,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,341.3680,10886,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
3863,0.6337,85.4947,417.8113,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,359.4390,11769,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3865,0.5230,162.0529,418.2229,256.1700,ZZVUWRFHKOJYTH,Diphenylhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,190.6320,3812,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes,Phenylalanine-derived alkaloids,Pseudoalkaloids,Alkaloids
3866,0.4090,89.7347,418.2433,507.9780,VWGAYSCWLXQJBQ,Iodosulfuron-methyl,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)I)C(=O)OC,238.0080,6475,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,S-triazinyl-2-sulfonylureas,,,Alkaloids
3867,0.4090,352.2106,418.2444,770.4550,CPKXIKIVLSMABL,"[3-methyl-1-[3-methyl-1-[3-methyl-1-[3-methyl-1-oxo-1-(2,3,4,5,6-pentahydroxyhexoxy)pentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl] 2-hydroxy-3-methylpentanoate [IIN-based on: CCMSLIB00000848597]",CCC(C)C(O)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OCC(O)C(O)C(O)C(O)CO,277.6000,8547,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Depsipeptides,Polyesters,Linear polyketides,Polyketides
3868,0.6337,85.0412,418.2648,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,133.2640,1093,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3869,0.6074,85.0390,418.2670,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,258.3560,7549,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3871,0.4090,40.4974,418.7826,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,285.4540,8940,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3872,0.3459,125.7842,418.8822,293.0980,VKZRWSNIWNFCIQ,EDDS,C(CNC(CC(=O)O)C(=O)O)NC(CC(=O)O)C(=O)O,151.0730,1795,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Aspartic acid and derivatives,Dipeptides,Small peptides,Amino acids and Peptides
3874,0.4090,51.1351,419.1699,470.3050,MJJALKDDGIKVBE,4-(4-benzhydryloxypiperidin-1-yl)-1-(4-tert-butylphenyl)butan-1-one,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,154.5440,1943,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes,,,Terpenoids
3875,0.9320,0.0001,419.1699,419.1700,KOWMJRJXZMEZLD,"4-[(3R,3aR,6S,6aR)-6-(4-hydroxy-3,5-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2,6-dimethoxyphenol",COC1=CC(=CC(OC)=C1O)[C@H]2OC[C@H]3[C@@H]2CO[C@H]3C4=CC(OC)=C(O)C(OC)=C4,174.4570,2878,Organic compounds,"Lignans, neolignans and related compounds",Furanoid lignans,,Furanoid lignans,Furofuranoid lignans,Lignans,Shikimates and Phenylpropanoids
3876,0.7428,0.0000,419.1700,419.1700,KOWMJRJXZMEZLD,"4-[(3R,3aR,6S,6aR)-6-(4-hydroxy-3,5-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2,6-dimethoxyphenol",COC1=CC(=CC(OC)=C1O)[C@H]2OC[C@H]3[C@@H]2CO[C@H]3C4=CC(OC)=C(O)C(OC)=C4,205.4780,4664,Organic compounds,"Lignans, neolignans and related compounds",Furanoid lignans,,Furanoid lignans,Furofuranoid lignans,Lignans,Shikimates and Phenylpropanoids
3877,0.5267,89.0415,419.2265,330.1850,WFLLVVSLSCDBAP,Jatrointelone K from S.guyanensis,O=C1/C(C)=C/[C@@H]2[C@@H](C2(C)C)CC[C@](C)(O3)[C@@H]3C4=C1[C@@H](O)[C@H](C)C4=O,229.2720,5990,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Lathyrane diterpenoids,Diterpenoids,Terpenoids
3878,0.5564,28.0345,419.3155,447.3500,ZVFDTKUVRCTHQE,Diisodecyl phthalate,O=C(C1=CC=CC=C1C(OCCCCCCCC(C)C)=O)OCCCCCCCC(C)C,455.6910,15202,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3880,0.6337,39.9638,419.3162,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,311.9060,9741,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3881,0.7872,240.1882,419.3162,179.1280,YFNKIDBQEZZDLK,1-methoxy-2-[2-(2-methoxyethoxy)ethoxy]ethane,COCCOCCOCCOC,326.4560,10390,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,,,
3882,0.7880,83.9907,419.3163,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,343.1070,10947,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3883,0.4090,104.5221,419.7979,524.3200,XKMLYUALXHKNFT,5'-GTP,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N,347.3740,11153,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside triphosphates,Purine nucleos(t)ides,Nucleosides,Carbohydrates
3885,0.7147,157.0860,420.2260,263.1400,TUYOFUHICRWDGA,Ile-Met,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCSC)C(=O)O)N,138.2630,1214,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
3886,0.4090,15.0348,420.2602,435.2950,SCABKEBYDRTODC,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,242.3110,6710,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
3887,0.3459,120.1014,420.2724,300.1710,AGBYYCMLOLWSPS,Pyrilamine formamide,COc1ccc(CN(CCN(C)C=O)c2ccccn2)cc1,378.1180,12720,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzylamines,2-benzylaminopyridines,,Tyrosine alkaloids,Alkaloids
3888,0.4090,80.0925,420.2775,500.3700,NNRLQJLRICHBII,"(2aS,6aS,8aS)-10-(4-acetamido-3-methylbutyl)-6a,8a,9-trimethyl-2,2a,3,4,5,6,6a,6b,7,8,8a,8b,11a,12,12a,12b-hexadecahydro-1H-naphtho[2',1':4,5]indeno[2,1-b]furan-4-yl acetate",O=C(OC1CCC2(C)C(CCC3C2CCC4(C)C5C(=C(OC5CC34)CCC(C)CNC(=O)C)C)C1)C,461.6910,15225,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Furostanes and derivatives,Furostanes and derivatives,Furostane steroids,Steroids,Terpenoids
3891,0.5529,40.0321,421.1849,461.2170,ZVTVYIVILDSYIK,"5H-Furo[3,4-i]oxepino[4,3-a]xanthene-3,12-dione, 1,2,5a,6,7,7a,10,14,14a,14b-decahydro-5a,6-dihydroxy-13-methoxy-5,5,7a,9,14b-pentamethyl-",COC1=C2CC3C(C)(CC(O)C4(O)C(C)(C)OC(=O)CCC34C)OC2=C(C)C5=C1C(=O)OC5,165.0590,2446,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Xanthenes,Tetraketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
3892,0.5895,0.0002,421.2208,421.2210,QFKRKMXPKBHGGO,"[4b(2Z,4E,6S,7S)]-4-(6,7-dihydroxy-2,4-octadienoate) 12,13-Epoxy-trichothec-9-ene-4,15-diol",CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H](C[C@H]([C@@]34CO4)O2)OC(=O)/C=C\C=C\[C@@H]([C@H](C)O)O)C)CO,253.4090,7215,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Trichothecenes,Trichothecane sesquiterpenoids,Sesquiterpenoids,Terpenoids
3894,0.6024,82.0506,421.2554,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,173.0760,2816,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3900,0.6101,81.9535,421.3525,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,321.0550,10157,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3901,0.6337,81.9545,421.3525,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,353.3980,11463,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3902,0.7316,81.9471,421.3529,503.3000,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,371.8190,12479,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3903,0.4090,111.0721,422.2389,533.3110,MERDNJKHMKQNFC,FIO00547 Cochlioquinone A,[C@@H]([C@@H](C)c(c4=O)cc(c(c41)C(C([C@@]32C)C([C@@H](C)C[C@]([H])2O[C@H](CC3)[C@](C)(C)O)O1)O)=O)([C@@H](C)CC)OC(C)=O,217.1080,5275,Organic compounds,Organoheterocyclic compounds,Oxanes,,Oxanes,Other polyketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
3904,0.5545,223.1055,422.2755,199.1700,QRPLZGZHJABGRS,FIO00052 delta-Dodecalactone,CCCCCCCC(C1)OC(=O)CC1,229.5360,6053,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones,Delta valerolactones,Lactones,Fatty esters,Fatty acids
3906,0.6337,80.9220,422.3840,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,411.6270,14074,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3907,0.6337,36.8958,422.3842,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,386.3340,13111,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3909,0.5286,151.1214,422.3844,271.2630,FLIACVVOZYBSBS,Methyl hexadecanoate,CCCCCCCCCCCCCCCC(=O)OC,373.5710,12502,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
3910,0.7973,0.0003,423.1287,423.1290,UQKKDJWFQBNZBJ,"2-[[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-3,4,5-triol",Oc1ccc([C@H]2Oc3cc(OC4OCC(O)C(O)C4O)cc(O)c3C[C@@H]2O)cc1O,108.0570,616,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavan-3-ols,Flavonoids,Shikimates and Phenylpropanoids
3911,0.8068,0.0011,423.1291,423.1280,OZEIRJMOKXRLCR,"(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol [IIN-based: Match]",OC[C@@]1(O)CO[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC(O)=C(O)C=C4)[C@@H]1O,144.2480,1384,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,Catechins,Flavan-3-ols,Flavonoids,Shikimates and Phenylpropanoids
3912,0.5895,0.0001,423.1779,423.1780,RTZKSTLPRTWFEV,Schisandrin B,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)C(C)C2,348.7470,11204,Organic compounds,Phenylpropanoids and polyketides,Tannins,Hydrolyzable tannins,Hydrolyzable tannins,Dibenzocyclooctadienes lignans,Lignans,Shikimates and Phenylpropanoids
3914,0.6074,103.9754,423.2006,527.1760,JORLYMGTWNNOMY,"2H-Pyran-4-acetic acid, 5-carboxy-2-(beta-D-glucopyranosyloxy)-3,4-dihydro-3-(2-hydroxyethylidene)-, alpha-[2-(4-hydroxyphenyl)ethyl] ester, (2S,3Z,4S)-",OC\C=C1/[C@@H](O\C=C([C@H]1CC(=O)OCCC2=CC=C(O)C=C2)\C(O)=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,171.8310,2747,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
3916,0.4090,400.2280,423.2520,823.4800,YURJSTAIMNSZAE,Ginsenoside Rg1,OCC1OC(OC2CC3(C)C(CC(O)C4C(CCC43C)C(OC5OC(CO)C(O)C(O)C5O)(C)CCC=C(C)C)C6(C)CCC(O)C(C)(C)C26)C(O)C(O)C1O,435.8190,14802,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Dammarane and Protostane triterpenoids,Triterpenoids,Terpenoids
3917,0.7380,80.0317,423.2753,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,178.2880,3052,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3918,0.6099,179.0628,423.2898,244.2270,QZXSMBBFBXPQHI,N-lauroylethanolamine|N-(2-hydroxyethyl)dodecanamide,CCCCCCCCCCCC(=O)NCCO,248.9500,6994,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,Carboximidic acids,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
3922,0.4090,311.2051,423.3579,734.5630,URPXXNCTXCOATD,"1-(1Z-Octadecenyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine",CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,300.3100,9410,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",Glycerophosphoethanolamines,Glycerophospholipids,Fatty acids
3923,0.7171,117.5643,423.8297,541.3940,DXVLAUMXGHQKAV,Nonapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,399.8490,13649,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
3924,0.4272,4.0426,424.1854,428.2280,AABILZKQMVKFHP,"[(7S,8R)-7-[(Z)-2-methylbut-2-enoyl]oxy-4-oxido-5,6,7,8-tetrahydro-3H-pyrrolizin-4-ium-1-yl]methyl (2R)-2,3-dihydroxy-2-[(1S)-1-methoxyethyl]-3-methylbutanoate",C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],33.2100,191,Organic compounds,Alkaloids and derivatives,,,Alkaloids and derivatives,,,
3925,0.6337,78.9444,424.3626,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,302.0580,9554,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3926,0.6337,78.9426,424.3634,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,335.8540,10616,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3927,0.7872,9.1134,424.3634,415.2500,YZUUTMGDONTGTN,Nonaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCO)O,322.1400,10198,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3928,0.6337,78.9422,424.3638,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,353.0620,11502,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3929,0.6337,78.9422,424.3638,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,350.4690,11243,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3930,0.6337,78.4867,424.8193,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,377.1460,12662,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3932,0.4777,72.1450,425.2150,497.3600,FPMQKXQOBKDVHF,Bryodulcosigenin,O=C1CC2(C)C(CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C13C)C(C)CCC(O)C(O)(C)C,364.8370,12043,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cucurbitacins,Cucurbitacins,Cucurbitane triterpenoids,Triterpenoids,Terpenoids
3933,0.5529,32.0645,425.2155,457.2800,KWBWRZRXYOWOGQ,"Acyl-sugar G3:18:0(6,7,5)",OC(C(OC(CC(C)C)=O)O1)C(OC(CCC(C)C)=O)C(OC(CCC(C)CC)=O)C1CO,238.6470,6522,Organic compounds,Lipids and lipid-like molecules,Saccharolipids,,Saccharolipids,,,
3939,0.4090,108.0212,425.2528,533.2740,NSFWWJIQIKBZMJ,Roridin A,C[C@@H]1CCO[C@H](/C=C/C=C\C(=O)O[C@@H]2C[C@@H]3[C@]4([C@]2([C@]5(CCC(=C[C@H]5O3)C)COC(=O)[C@H]1O)C)CO4)[C@@H](C)O,253.3260,7212,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Trichothecenes,Trichothecane sesquiterpenoids,Sesquiterpenoids,Terpenoids
3940,0.5292,153.0945,425.2705,272.1760,LWKSMQXIHQRJJJ,"N`-[(4-methoxyphenyl)methyl]-N-methyl-N`-pyridin-2-ylethane-1,2-diamine",CNCCN(Cc1ccc(OC)cc1)c1ccccn1,282.2300,8745,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzylamines,2-benzylaminopyridines,,Tyrosine alkaloids,Alkaloids
3942,0.4090,89.0073,425.3427,514.3500,DWKUILAFNXKAFN,Val-UDCA,C[C@H](CCC(N[C@H](C(O)=O)C(C)C)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](CC[C@]4(C)[C@H]3CC[C@@]21C)O,386.4120,13105,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Glycinated bile acids and derivatives,Cholane steroids; Cholestane steroids,Steroids,Terpenoids
3944,0.4090,250.1569,425.3631,675.5200,FDULCEKAOVWBTQ,PE(P-16:0/16:0),CCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)(O)OCCN,373.6480,12458,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",Glycerophosphoethanolamines,Glycerophospholipids,Fatty acids
3945,0.4090,250.3036,425.3734,675.6770,UAUDZVJPLUQNMU,"13-Docosenamide, (Z)-",CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N,319.2240,10100,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Primary amides,Fatty amides,Fatty acids
3946,0.5550,156.1523,425.3993,269.2470,FXCDESKKWMGGON,cis-7-Hexadecenoic acid methyl ester,CCCCCCCC/C=C\CCCCCC(=O)OC,431.9110,14655,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
3947,0.3057,155.9714,426.2864,270.3150,REYJJPSVUYRZGE,1-Octadecanamine,CCCCCCCCCCCCCCCCCCN,248.3110,6981,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Monoalkylamines,Hydrocarbons,Fatty acyls,Fatty acids
3948,0.4090,57.0461,426.3069,483.3530,ZZEANNAZZVVPKU,Octapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,399.8870,13666,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
3949,0.4090,21.0250,426.3070,447.3320,GYHPTPQZVBYHLC,2-[2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethoxy]ethyl 2-ethylhexanoate,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,266.7970,8018,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,,,Fatty acids
3950,0.9261,0.0004,426.3214,426.3210,BHQCQFFYRZLCQQ,cholic acid,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,253.8980,7238,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",Cholane steroids,Steroids,Terpenoids
