query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
5240,0.4090,18.5592,521.8662,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,361.6620,12596,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5241,0.7022,19.5108,521.8832,541.3940,DXVLAUMXGHQKAV,Nonapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,432.4010,16121,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
5244,0.9127,0.0002,522.3538,522.3540,YAMUFBLWGFFICM,1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,318.3380,10618,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,1-acyl-sn-glycero-3-phosphocholines,,,
5245,0.6109,19.0770,522.3830,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,387.5150,14072,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5247,0.4090,19.1660,522.4730,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,462.4470,16849,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5248,0.4090,75.5048,522.8368,447.3320,GYHPTPQZVBYHLC,2-[2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethoxy]ethyl 2-ethylhexanoate,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,349.9880,11937,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,,,Fatty acids
5251,0.6074,64.0660,523.3460,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,260.1550,8149,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5252,0.4108,0.0131,523.3609,523.3740,ILAZJIONVQDFKK,Ornithine-CA,C[C@H](CCC(N[C@H](C(O)=O)CCCN)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,414.7200,15472,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",Cholane steroids,Steroids,Terpenoids
5253,0.3219,198.1133,523.3713,325.2580,OAYXUHPQHDHDDZ,"Ethanol, 2-(2-butoxyethoxy)-",CCCCOCCOCCO,350.6650,11971,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,,,Fatty acids
5254,0.7319,20.1149,523.4209,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,389.1720,14155,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5256,0.4090,88.1412,523.4362,435.2950,SCABKEBYDRTODC,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,420.8810,15895,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
5259,0.5541,166.1007,524.2337,358.1330,ULGSYLSRXGDBDV,N-(6-ethyl-2-methylphenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide,CCc1cccc(C)c1N=C(O)CSc1nc2c(O)ncnc2n1C,129.2300,1319,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines,Purine alkaloids,Pseudoalkaloids,Alkaloids
5260,0.4090,99.1204,524.2496,623.3700,CPTJLYZGQRBEKO,legonoxamine G,O=C(CC1=CC=CC=C1)N(O)CCCCCNC(CCC(N(O)CCCCCNC(CCC(N(O)CCCCN)=O)=O)=O)=O,250.1540,7454,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides,N-acyl amines,Fatty amides,Fatty acids
5261,0.2939,302.9992,524.3608,827.3600,OKPSCKUJXYCMPR,Rebaudioside G,O=C(OC1OC(CO)C(O)C(O)C1O)C2(C)CCCC3(C)C2CCC45CC(=C)C(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)(CCC43)C5,432.4380,16131,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Steviol glycosides,Kaurane and Phyllocladane diterpenoids; Tetracyclic diterpenoids,Diterpenoids,Terpenoids
5262,0.8737,0.0008,524.3692,524.3700,IHNKQIMGVNPMTC,1-Octadecanoyl-sn-glycero-3-phosphocholine,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,342.1210,11565,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,1-acyl-sn-glycero-3-phosphocholines,,,
5263,0.6337,21.0716,524.3716,503.3000,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,389.3620,14191,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5266,0.6337,21.1430,524.4530,503.3100,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,424.8700,15894,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5267,0.6337,21.1462,524.4532,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,390.2910,14280,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5268,0.6337,21.5528,524.8598,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,388.1010,14077,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5271,0.5284,360.1408,525.2328,165.0920,RRAFCDWBNXTKKO,FIO00503 Eugenol,C=CCc(c1)cc(OC)c(O)c1,170.4160,3219,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
5273,0.5284,354.2050,525.3430,171.1380,YKVIWISPFDZYOW,7-butyloxepan-2-one,CCCCC1CCCCC(=O)O1,345.6310,11845,Organic compounds,Organoheterocyclic compounds,Lactones,,Lactones,Lactones,Fatty esters,Fatty acids
5274,0.4090,244.1086,525.3644,769.4730,VNBPNPCSBYXRNC,2-[5-[2-[2-[5-[2-[2-[5-[2-[2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyloxy]propyl]oxolan-2-yl]propanoyloxy]propyl]oxolan-2-yl]propanoyloxy]propyl]oxolan-2-yl]propanoic acid,CCC(O)CC1CCC(C(C)C(=O)OC(C)CC2CCC(C(C)C(=O)OC(C)CC3CCC(C(C)C(=O)OC(C)CC4CCC(C(C)C(=O)O)O4)O3)O2)O1,301.4870,10098,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Macrotetrolides,Polyethers,Polyketides
5275,0.4090,78.4923,525.8243,447.3320,GYHPTPQZVBYHLC,2-[2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethoxy]ethyl 2-ethylhexanoate,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,260.0430,8150,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,,,Fatty acids
5276,0.5292,326.6915,525.8615,199.1700,QRPLZGZHJABGRS,FIO00052 delta-Dodecalactone,CCCCCCCC(C1)OC(=O)CC1,377.2710,13476,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones,Delta valerolactones,Lactones,Fatty esters,Fatty acids
5277,0.6337,66.7463,526.0263,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,389.6090,14193,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5278,0.4090,179.0016,526.2284,705.2300,CMQOKNQYLSMKJC,"(2S)-8,9-dimethoxy-2-(3-(((2R,3R,4S,5S,6S)-3,4,5-trihydroxy-6-((((2S,3R,4S,5S)-3,4,5-trihydroxytetrahydro-2H-pyran-2-yl)oxy)methyl)tetrahydro-2H-pyran-2-yl)oxy)prop-1-en-2-yl)-1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6aH)-one",O=C1C2=CC=C3OC(C(=C)COC4OC(COC5OCC(O)C(O)C5O)C(O)C(O)C4O)CC3=C2OC6COC7=CC(OC)=C(OC)C=C7C16,135.8140,1513,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Rotenoid O-glycosides,Rotenoids,Isoflavonoids,Shikimates and Phenylpropanoids
5279,0.4090,16.0517,526.2653,542.3170,UCAFTLMODRRASO,"[3-methyl-1-[3-methyl-1-oxo-1-(2,3,4,5,6-pentahydroxyhexoxy)pentan-2-yl]oxy-1-oxopentan-2-yl] 2-hydroxy-3-methylpentanoate",CCC(C)C(O)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OCC(O)C(O)C(O)C(O)CO,265.1880,8480,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Depsipeptides,Polyesters,Linear polyketides,Polyketides
5280,0.4090,93.1736,526.2656,433.0920,QXKHYNVANLEOEG,"9-methoxy-7H-furo[3,2-g]chromen-7-one",COc(c(occ1)c1cc1C=C2)c1OC2=O,284.0360,9357,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins,8-methoxypsoralens,Furocoumarins; Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
5281,0.5864,282.0664,526.2934,244.2270,QZXSMBBFBXPQHI,N-lauroylethanolamine|N-(2-hydroxyethyl)dodecanamide,CCCCCCCCCCCC(=O)NCCO,298.9480,10011,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,Carboximidic acids,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
5282,0.4090,72.0222,526.3152,454.2930,WNRCJJWBAXNAPE,[(2R)-2-hydroxy-3-tridecanoyloxypropyl] 2-(trimethylazaniumyl)ethyl phosphate,[H][C@@](O)(COC(=O)CCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,336.5940,11212,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,1-acyl-sn-glycero-3-phosphocholines,,,
5283,0.4090,79.0269,526.3589,447.3320,GYHPTPQZVBYHLC,2-[2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethoxy]ethyl 2-ethylhexanoate,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,288.5090,9665,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,,,Fatty acids
5284,0.4090,82.9885,526.3765,443.3880,NJICGAVMYWKCMW,Dipterocarpol,CC(C)=CCCC(C)(O)C1CCC2(C)C1CCC1C3(C)CCC(=O)C(C)(C)C3CCC12C,402.4830,14839,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Dammarane and Protostane triterpenoids,Triterpenoids,Terpenoids
5287,0.6101,23.1245,526.4315,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,351.3480,11985,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5288,0.6337,23.1247,526.4317,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,323.9350,11025,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5289,0.6333,23.1266,526.4326,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,368.3310,13050,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5290,0.7918,67.1527,526.4327,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,365.9740,12814,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5291,0.4503,255.1705,526.4335,271.2630,FLIACVVOZYBSBS,Methyl hexadecanoate,CCCCCCCCCCCCCCCC(=O)OC,426.8810,15939,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
5295,0.6074,299.8940,527.1760,827.0700,YXZYFHXWEOAXLF,"[(2R,3S,4S,5R,6S)-4-hydroxy-3,5,6-tris[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate",O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,185.6820,4079,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
5297,0.2944,92.0269,527.3219,435.2950,SCABKEBYDRTODC,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,288.6420,9680,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
5298,0.6333,24.0582,527.3652,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,336.4230,11310,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5299,0.4090,80.0371,527.3691,447.3320,GYHPTPQZVBYHLC,2-[2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethoxy]ethyl 2-ethylhexanoate,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,365.7380,12664,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,,,Fatty acids
5300,0.7880,24.0963,527.4033,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,439.2870,16420,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5302,0.4090,91.1224,528.3584,437.2360,YZUUTMGDONTGTN,Nonaethylene glycol|2-[2-[2-[2-[2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol,OCCOCCOCCOCCOCCOCCOCCOCCOCCO,349.0400,11889,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5303,0.6337,25.0691,528.3751,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,357.8860,12463,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5304,0.7319,25.0873,528.3933,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,388.2790,14074,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5307,0.4090,216.6610,528.8480,745.5090,PBYPZVMETKFGQR,"5-[5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid",CCCCCC(O)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(O)=O,285.7490,9492,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Fatty acid estolides,Fatty esters,Fatty acids
5308,0.4090,57.5076,528.8546,471.3470,MPDGHEJMBKOTSU,enoxolone,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,403.4920,14840,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids,Terpenoids
5309,0.4896,70.5619,528.8741,599.4360,MCVKSYYBBHNAFN,Decapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,373.4520,13225,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
5316,0.6286,70.0839,529.3639,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,312.1600,10448,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5317,0.7302,70.1029,529.3829,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,337.6200,11267,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5318,0.5787,70.0460,529.3900,599.4360,MCVKSYYBBHNAFN,Decapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,399.8450,14707,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
5320,0.6074,26.5378,529.8378,503.3000,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,252.3210,7582,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5322,0.4090,71.0739,530.3539,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,275.2920,8932,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5323,0.3459,227.2788,530.3688,303.0900,AIONOLUJZLIMTK,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydro-4H-chromen-4-one",O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(OC)C(O)=C3)C1,418.3090,15692,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,4'-O-methylated flavonoids,Flavanones,Flavonoids,Shikimates and Phenylpropanoids
5324,0.4090,11.0149,530.3791,541.3940,DXVLAUMXGHQKAV,Nonapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,361.7320,12600,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
5327,0.4090,250.9787,530.4423,781.4210,OXQSHEREUUUCEE,"2,3,4,5,6-pentahydroxyhexyl 2-[2-[2-[2-(2-acetyloxy-3-methylbutanoyl)oxy-3-methylpentanoyl]oxy-3-methylpentanoyl]oxy-3-methylpentanoyl]oxy-3-methylpentanoate",CCC(C)C(OC(=O)C(OC(=O)C(OC(=O)C(OC(=O)C(OC(C)=O)C(C)C)C(C)CC)C(C)CC)C(C)CC)C(=O)OCC(O)C(O)C(O)C(O)CO,397.1470,14610,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Polyesters,Linear polyketides,Polyketides
5331,0.4090,9.1510,531.3540,522.2030,MUPFEKGTMRGPLJ,RAFFINOSE,C([C@@H]1[C@@H]([C@@H]([C@H](C(OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O[C@@]3(CO)[C@H]([C@@H]([C@@H](CO)O3)O)O)O)O)O)O1)O)O)O)O,338.4590,11324,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,Disaccharides; Polysaccharides,Saccharides,Carbohydrates
5332,0.4090,67.0285,531.3665,598.3950,MXZXIBZNZUOHER,"(1S,2S,5R,7R,10S,11S,14R,16R,19S,20S,23R,25R)-5,14-diethyl-2,11,20,23-tetramethyl-4,13,22,28,29,30-hexaoxatetracyclo[23.2.1.1?,?.1?,?]triacontane-3,12,21-trione",CC[C@@H]1C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@H](C)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@H](CC)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O1,400.0090,14782,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,,Macrolides and analogues,Macrotetrolides,Polyethers,Polyketides
5337,0.7171,164.1314,531.4004,367.2690,UDOJNGPPRYJMKR,Hexapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,441.3640,16484,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
5338,0.7880,29.0456,532.3516,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,365.2710,12800,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5340,0.7880,29.5179,532.8239,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,176.8340,3569,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5341,0.4090,268.6297,532.8323,801.4620,DFQMKYUSAALDDY,Trinactin,CC[C@@H]1C[C@H]2CC[C@H](O2)[C@@H](C(=O)O[C@H](C[C@@H]3CC[C@@H](O3)[C@H](C(=O)O[C@@H](C[C@H]4CC[C@H](O4)[C@@H](C(=O)O[C@H](C[C@@H]5CC[C@@H](O5)[C@H](C(=O)O1)C)CC)C)CC)C)C)C,275.9390,8941,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,,Macrolides and analogues,Macrotetrolides,Polyethers,Polyketides
5342,0.5529,66.5786,532.8574,599.4360,MCVKSYYBBHNAFN,Decapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,361.8870,12613,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
5343,0.4090,86.0719,533.2009,447.1290,WACBUPFEGWUGPB,Calycosin-7-O-beta-D-glucoside,O=C1C2=CC=C(OC3OC(CO)C(O)C(O)C3O)C=C2OC=C1C=4C=CC(OC)=C(O)C4,332.2290,11144,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavonoid O-glycosides,Isoflavonoid O-glycosides,Isoflavones,Isoflavonoids,Shikimates and Phenylpropanoids
5344,0.5372,334.1395,533.3095,199.1700,WGPCZPLRVAWXPW,FIO00054 gamma-Dodecalactone,CCCCCCCCC(C1)OC(=O)C1,252.1810,7624,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Lactones,Fatty esters,Fatty acids
5345,0.7918,30.0066,533.3166,503.3100,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,151.2350,2195,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
5346,0.9169,0.0002,533.3262,533.3260,WBWWGRHZICKQGZ,TAUROCHOLIC ACID,C[C@H](CC/C(=N/CCS(=O)(=O)O)/O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@@H]([C@]12C)O)[C@@]4(C)CC[C@H](C[C@H]4C[C@H]3O)O,217.1840,5753,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Taurinated bile acids and derivatives,Cholane steroids,Steroids,Terpenoids
5347,0.5550,334.1648,533.3348,199.1700,WGPCZPLRVAWXPW,FIO00054 gamma-Dodecalactone,CCCCCCCCC(C1)OC(=O)C1,264.5650,8335,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Lactones,Fatty esters,Fatty acids
5349,0.2939,238.1524,533.3824,295.2300,UGAGPNKCDRTDHP,16-hydroxyhexadecanoic acid,O=C(O)CCCCCCCCCCCCCCCO,412.5280,15419,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Hydroxy fatty acids,Fatty Acids and Conjugates,Fatty acids
5350,0.7842,30.0776,533.3836,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,392.9570,14486,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
