query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
3081,0.3459,101.1250,460.2890,359.1640,FIVCFHHFTUZUBZ,"4-((2Z)-3-naphthylprop-2-enoyl)phenyl 2,2-dimethylpropanoate",CC(C)(C)C(=O)Oc1ccc(C(=O)C=Cc2cccc3ccccc23)cc1,187.4080,3546,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,Retrochalcones,Chalcones,Flavonoids,Shikimates and Phenylpropanoids
3082,0.6337,43.0148,460.2912,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,304.7950,9195,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3083,0.6337,43.0120,460.2940,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,321.9170,9876,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3084,0.8615,1.0316,460.3116,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,146.5620,1544,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3085,0.5503,188.6069,460.7829,272.1760,LWKSMQXIHQRJJJ,"N`-[(4-methoxyphenyl)methyl]-N-methyl-N`-pyridin-2-ylethane-1,2-diamine",CNCCN(Cc1ccc(OC)cc1)c1ccccn1,282.1450,8477,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzylamines,2-benzylaminopyridines,,Tyrosine alkaloids,Alkaloids
3086,0.4090,76.0784,461.2166,537.2950,DOYFURGMYKKOSN,legonoxamine E,O=C(N(O)CCCCCNC(CCC(N(O)CCCCCNC(CCC(O)=O)=O)=O)=O)CC1=CC=CC=C1,250.2850,6924,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides,N-acyl amines,Fatty amides,Fatty acids
3087,0.4090,0.0294,461.2724,461.2430,LCAMLBZQFNLJDC,2-[6-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-azabicyclo[4.4.0]dec-3-yl]-N-naph thylacetamide,COc1cc(C2C3CCCCC3(O)CCN2CC(O)=Nc2cccc3ccccc23)ccc1O,283.7870,8572,Organic compounds,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,Phenylpiperidines,,,
3088,0.3459,103.2036,461.3256,358.1220,YASAKCUCGLMORW,ROSIGLITAZONE MALEATE,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3,282.4400,8516,Organic compounds,Benzenoids,Phenol ethers,,Phenol ethers,,,Alkaloids
3089,0.7171,21.9906,461.3624,483.3530,ZZEANNAZZVVPKU,Octapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,409.9250,13482,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
3090,0.6337,41.4695,461.8375,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,338.9490,10456,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3091,0.4090,316.9648,462.2722,779.2370,VWHCJIZYMBSOMV,"methyl (1S,4aS,7aS)-7-(hydroxymethyl)-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxymethyl]oxan-2-yl]oxymethyl]oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylate",COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO[C@@H]3O[C@H](COC(=O)/C=C/c4cc(OC)c(O)c(OC)c4)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12,159.1800,2198,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Iridoid O-glycosides,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
3092,0.6337,41.0149,462.2911,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,140.8700,1361,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3093,0.7171,137.0829,462.3541,599.4370,MCVKSYYBBHNAFN,Decapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,334.0430,10305,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
3094,0.7918,3.0743,462.3543,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,393.3180,12843,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3095,0.4090,382.7793,462.8347,845.6140,DLYVTEULDNMQAR,Methyl cholate,COC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,380.9650,12259,,,,,,Cholane steroids,Steroids,Terpenoids
3096,0.6286,385.0858,463.2322,848.3180,JKLAVFMVEROOKJ,"(1aS,2S,6S,6aS)-6-({6-Deoxy-3-O-(beta-D-glucopyranosyl)-4-O-[(2E)-3-(4-methoxyphenyl)-2-propenoyl]-alpha-L-mannopyranosyl}oxy)-1a-(hydroxymethyl)-1a,1b,2,5a,6,6a-hexahydrooxireno[4,5]cyclopenta[1,2-c]pyran-2-yl beta-D-glucopyranoside",COC1=CC=C(\C=C\C(=O)O[C@H]2[C@H](C)O[C@@H](O[C@H]3C4\C=C/O[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4[C@@]6(CO)O[C@@H]36)[C@H](O)[C@@H]2O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)C=C1,264.7590,7780,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,Cinnamic acid esters,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
3097,0.4090,48.0357,463.2323,511.2680,MGDMYIGOCQPAPQ,KU036-11-7,OC1=CC(C(O)=O)=CC2=C1[C@H](C)CC[C@@]2([H])[C@@](CCCC(COC(/C=C/C3=CC(OC)=C(O)C=C3)=O)C)([H])C,283.3380,8627,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Biflorane and serrulatane diterpenoids,Serrulatane and Biflorane diterpenoids,Diterpenoids,Terpenoids
3098,0.6071,149.2045,463.2705,612.4750,RAPBJBKXYYMYAY,DG(18:3/18:3/0:0),CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,385.5470,12427,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Diacylglycerols,Glycerolipids,Fatty acids
3099,0.6337,39.9636,463.3424,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,326.1940,10066,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3100,0.7331,39.9643,463.3427,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,340.8360,10559,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3101,0.3361,184.6650,463.8240,279.1590,MGWAVDBGNNKXQV,Diisobutyl phthalate,CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,343.5530,10687,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3102,0.7171,77.5526,463.8414,541.3940,DXVLAUMXGHQKAV,Nonapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,411.3190,13487,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
3103,0.5545,213.0640,464.1920,251.1280,MQHNKCZKNAJROC,"dipropyl benzene-1,2-dicarboxylate",CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,253.8380,7107,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3104,0.4090,134.9818,464.1922,599.1740,NXVJTGLCCSFGAT,"5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one [IIN-based on: CCMSLIB00000849030]",COC1=CC(=CC(OC)=C1OC)C2C3C(COC3=O)C(OC4OC(CO)C(O)C(O)C4O)C5=CC6=C(OCO6)C=C25,198.9490,4137,Organic compounds,"Lignans, neolignans and related compounds",Lignan lactones,Podophyllotoxins,Podophyllotoxins,Arylnaphthalene and aryltetralin lignans,Lignans,Shikimates and Phenylpropanoids
3105,0.4090,31.1571,464.2491,433.0920,QXKHYNVANLEOEG,"9-methoxy-7H-furo[3,2-g]chromen-7-one",COc(c(occ1)c1cc1C=C2)c1OC2=O,389.2890,12683,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins,8-methoxypsoralens,Furocoumarins; Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
3106,0.4090,261.1774,464.2496,725.4270,JYGXADMDTFJGBT,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,213.6640,5016,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,21-hydroxysteroids,Pregnane steroids,Steroids,Terpenoids
3107,0.9321,0.0003,464.2837,464.2840,BHTRKEVKTKCXOH,taurochenodeoxycholic acid,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,237.9250,6416,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Taurinated bile acids and derivatives,Cholane steroids,Steroids,Terpenoids
3108,0.9242,0.0004,464.2844,464.2840,BHTRKEVKTKCXOH,tauroursodeoxycholic acid,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,235.5220,6235,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Taurinated bile acids and derivatives,Cholane steroids,Steroids,Terpenoids
3109,0.4090,28.9903,464.2853,435.2950,SCABKEBYDRTODC,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,249.4530,6909,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
3110,0.5554,265.1154,464.2854,199.1700,WGPCZPLRVAWXPW,FIO00054 gamma-Dodecalactone,CCCCCCCCC(C1)OC(=O)C1,269.5580,7923,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Lactones,Fatty esters,Fatty acids
3111,0.4090,203.3336,464.3144,667.6480,DGORBCXEWSENPF,Cer(d18:0/24:0(2OH)),CCCCCCCCCCCCCCCCCCCCCCC(C(=O)N[C@@H](CO)[C@@H](CCCCCCCCCCCCCCC)O)O,323.2100,9987,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Ceramides,Ceramides,Sphingolipids,Fatty acids
3112,0.5791,135.0938,464.3422,599.4360,MCVKSYYBBHNAFN,Decapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,368.1810,11745,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
3113,0.6337,38.4751,464.8309,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,392.7750,12849,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3114,0.4090,30.0839,465.3789,435.2950,SCABKEBYDRTODC,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,321.5230,9848,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
3115,0.6109,37.9279,465.3791,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,352.0660,11037,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3116,0.6333,37.9318,465.3792,503.3110,PSVXZQVXSXSQRO,Undecaethylene glycol,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,372.4690,11894,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3117,0.9379,0.0005,466.3165,466.3160,RFDAIACWWDREDC,GLYCOCHOLIC ACID,C[C@H](CC/C(=N/CC(=O)O)/O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@@H]([C@]12C)O)[C@@]4(C)CC[C@H](C[C@H]4C[C@H]3O)O,232.1600,6027,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Glycinated bile acids and derivatives,Cholane steroids,Steroids,Terpenoids
3118,0.6337,36.9848,466.3212,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,410.9840,13510,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3119,0.5556,53.9440,466.3290,520.2730,HZVWNPNAIHDPFA,Taurocholenic acid putative,CC(C1CCC2C1(C)C=CC3C2C(O)CC4C3(C)CCC(O)C4)CCC(NCCS(=O)(O)=O)=O,345.3490,10782,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Dihydroxy bile acids, alcohols and derivatives",Cholane steroids,Steroids,Terpenoids
3120,0.7308,7.1303,466.4103,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,389.7290,12704,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3121,0.7874,36.8957,466.4103,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,386.9870,12457,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3122,0.7918,287.2827,466.4107,179.1280,YFNKIDBQEZZDLK,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,COCCOCCOCCOC,371.6880,12013,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,,,
3123,0.6101,7.1307,466.4107,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,320.2840,9823,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3124,0.7319,36.8942,466.4108,503.3050,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,410.0160,13448,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3125,0.4090,268.7021,466.8179,735.5200,PXPBKSNWTVFBHK,Undecapropylene glycol monobutyl ether,CCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,368.4250,11743,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,,,Fatty acids
3126,0.6101,173.1551,467.3519,640.5070,BXVYQJJBMVVALQ,DG(16:0/22:6/0:0),CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,421.8480,13905,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,2-diacylglycerols",Diacylglycerols,Glycerolipids,Fatty acids
3127,0.8708,0.0008,468.3072,468.3080,VXUOFDJKYGDUJI,1-Myristoyl-sn-glycero-3-phosphocholine,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,282.6590,8554,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,1-acyl-sn-glycero-3-phosphocholines,,,
3128,0.7918,185.2145,468.3895,283.1750,IIRDTKBZINWQAW,Hexaethylene glycol,C(COCCOCCOCCOCCOCCO)O,334.7350,10324,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3129,0.6337,34.9163,468.3897,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,324.6800,10007,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3130,0.6337,34.9160,468.3900,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,304.7390,9245,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3131,0.6333,7.9139,468.3901,476.3040,DTPCFIHYWYONMD,Decaethylene glycol  [IIN-based on: CCMSLIB00003135910],C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,351.4780,11124,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3132,0.6337,34.9169,468.3901,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,349.0050,10886,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3133,0.4893,36.0245,469.1815,505.2060,SEOZHEFAHJQWFY,2-{2-Hydroxy-5-[(1E)-3-hydroxy-1-propen-1-yl]-3-methoxyphenyl}-3-(4-hydroxy-3-methoxyphenyl)propyl hexopyranoside,COC1=C(O)C=CC(=C1)CC(COC2OC(CO)C(O)C(O)C2O)C3=CC(=CC(=C3O)OC)\C=C\CO,164.7570,2475,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,Stilbene glycosides,Stilbene glycosides,,Lignans,Shikimates and Phenylpropanoids
3134,0.4090,0.0739,469.2419,469.1680,BSSIFJHEGYUPRJ,2-Phenylethyl 2-O-beta-D-glucopyranosyl-beta-D-glucopyranoside,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OCCC3=CC=CC=C3)[C@H](O)[C@@H](O)[C@@H]1O,268.8610,7920,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,Phenylethanoids,Phenylethanoids (C6-C2),Shikimates and Phenylpropanoids
3135,0.4090,276.2712,469.2428,745.5140,PBYPZVMETKFGQR,"5-[5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid [IIN-based on: CCMSLIB00000846498]",CCCCCC(O)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(O)=O,250.8030,6944,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Fatty acid estolides,Fatty esters,Fatty acids
3136,0.6247,35.1560,469.3290,434.1730,BRBKMOQVYCGFDN,"pentyl 4-(3-chloro-4-hydroxy-5-methoxyphenyl)-2-methyl-5-oxo-1,4,6,7,8-pentahy droquinoline-3-carboxylate",CCCCCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1cc(Cl)c(O)c(OC)c1,382.0090,12299,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,Polyketides
3137,0.5817,0.0007,469.3303,469.3310,QGWDYPREORDRIT,"1,2,5,8,15,19,19-heptamethyl-13,18-dioxopentacyclo[12.8.0.0<2,11>.0<5,10>.0<15 ,20>]docos-11-ene-8-carboxylic acid",CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2C1,362.7420,11513,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids,Terpenoids
3138,0.7880,10.0810,469.3610,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,410.1910,13466,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3139,0.5895,0.0003,469.3677,469.3680,XXCPTCZYFSRIGU,"methyl 1,2,14,18,18-pentamethyl-8-(1-methylvinyl)-17-oxopentacyclo[11.8.0.0<2, 10>.0<5,9>.0<14,19>]henicosane-5-carboxylate",C=C(C)C1CCC2(C(=O)OC)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C12,415.8480,13709,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Lupane triterpenoids,Triterpenoids,Terpenoids
3140,0.4887,113.0259,469.3891,582.4150,LDLFCQGXYDOEPA,"1,2,6,6,10,17,20-heptamethyl-17-(morpholin-4-ylcarbonyl)-12-oxopentacyclo[12.8 .0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate",CC(=O)OC1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4CC(C)(C(=O)N5CCOCC5)CCC4(C)CCC23C)C1(C)C,416.3670,13750,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids,Terpenoids
3141,0.4090,747.2407,469.3893,1216.6300,YPRNBZFQTBKRDW,"2-[4-(16-{[4-({3-[(4,5-dihydroxy-6-methyl-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-4,5-dihydroxyoxan-2-yl}oxy)-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-6-hydroxy-7,9,13-trimethyl-5-oxapentacyclo[10.8.0.0,?.0?,?.0,?]icosan-6-yl)-2-methylbutoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",CC(CCC1(O)OC2CC3C4CCC5CC(OC6OC(CO)C(O)C(OC7OCC(O)C(O)C7OC7OC(C)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,412.7620,13598,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins,Furostane steroids,Steroids,Terpenoids
3142,0.6074,364.0397,469.3893,833.4290,GZNCPAASLBFTKY,"6-[[(2R,3R,6aR,6bS,8aS,12aS,14bR)-2-hydroxy-4,4,6a,6b,11,11,14b-heptamethyl-8a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",CC1(C)CC[C@]2(C(=O)OC3OC(CO)C(O)C(O)C3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CC[C@]43C)[C@@H]2C1,409.2970,13422,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
3143,0.5918,225.2098,469.4368,244.2270,QZXSMBBFBXPQHI,N-lauroylethanolamine|N-(2-hydroxyethyl)dodecanamide,CCCCCCCCCCCC(=O)NCCO,421.9370,13921,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,Carboximidic acids,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
3144,0.6337,32.9599,470.3511,503.3110,PSVXZQVXSXSQRO,Undecaethylene glycol,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,356.3730,11252,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3145,0.6337,11.0719,470.3519,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,340.0220,10463,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3146,0.4090,32.4794,470.8316,503.3110,PSVXZQVXSXSQRO,Undecaethylene glycol,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,354.3230,11155,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
